title,company,location,experience,url,job_id,source,search_role,search_location,description,match_score,reasoning,should_apply,applied,timestamp
Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-7-years-081225918294,naukri_Data_Scientist-Artificial_Intelligence_IBM_9,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:01.096047
Opportunity For Data Scientist MLOps/AI professionals,Atos,"Mumbai (All Areas), Pune, Bengaluru",10-15 Yrs,https://www.naukri.com/job-listings-opportunity-for-data-scientist-mlops-ai-professionals-atos-pune-bengaluru-mumbai-all-areas-10-to-15-years-261125037767,naukri_Opportunity_For_Data_Scientist_MLOps/AI_professionals_Atos_0,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:02.246160
Data Scientist,Deloitte Consulting,"Hybrid - Mumbai (All Areas), Bengaluru, Delhi / NCR",5-10 Yrs,https://www.naukri.com/job-listings-data-scientist-deloitte-consulting-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-041225009768,naukri_Data_Scientist_Deloitte_Consulting_1,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:03.386099
Data Scientist,Soul Ai,Mumbai,2-4 Yrs,https://www.naukri.com/job-listings-data-scientist-soul-ai-mumbai-2-to-4-years-281125918488,naukri_Data_Scientist_Soul_Ai_2,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:04.528584
Data Scientist,Soul Ai,Remote,2-4 Yrs,https://www.naukri.com/job-listings-data-scientist-soul-ai-mumbai-2-to-4-years-261125908796,naukri_Data_Scientist_Soul_Ai_3,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:05.649035
ACG is hiring For Data Scientist.,ACG,"Hybrid - Mumbai (All Areas), Chennai",5-8 Yrs,https://www.naukri.com/job-listings-acg-is-hiring-for-data-scientist-acg-chennai-mumbai-all-areas-5-to-8-years-031225014951,naukri_ACG_is_hiring_For_Data_Scientist._ACG_4,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:06.780148
Data Scientist,Persolkelly India,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",4-7 Yrs,https://www.naukri.com/job-listings-data-scientist-persolkelly-mumbai-nagpur-thane-nashik-pune-aurangabad-4-to-7-years-271125502391,naukri_Data_Scientist_Persolkelly_India_5,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:07.911502
Data Scientist-Artificial Intelligence,IBM,Mumbai,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-mumbai-3-to-7-years-281125923548,naukri_Data_Scientist-Artificial_Intelligence_IBM_6,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:09.063074
Data Scientist,Fatakpay Digital,"Mumbai, Andheri east",1-4 Yrs,https://www.naukri.com/job-listings-data-scientist-fatakpay-digital-pvt-ltd-mumbai-andheri-east-1-to-4-years-241125906287,naukri_Data_Scientist_Fatakpay_Digital_7,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:10.189847
Data Scientist-Artificial Intelligence,IBM,Mumbai,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-mumbai-3-to-7-years-031225927792,naukri_Data_Scientist-Artificial_Intelligence_IBM_8,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:11.322509
Data Scientist - Innovation and Sustainability Digitalization,Huntsman International,Mumbai,5-10 Yrs,https://www.naukri.com/job-listings-data-scientist-innovation-and-sustainability-digitalization-huntsman-international-india-pvt-ltd-mumbai-5-to-10-years-251125504203,naukri_Data_Scientist_-_Innovation_and_Sustainability_Digitalization_Huntsman_International_9,Naukri,Data Scientist,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:12.459635
AI Engineer/Data Scientist(max 60 days notice period),PwC Service Delivery Center,"Hyderabad, Pune, Bengaluru",2-7 Yrs,https://www.naukri.com/job-listings-ai-engineer-data-scientist-max-60-days-notice-period-pwc-service-delivery-center-hyderabad-pune-bengaluru-2-to-7-years-081125000082,naukri_AI_Engineer/Data_Scientist(max_60_days_notice_period)_PwC_Service_Delivery_Center_0,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:13.792914
Data Scientist,Maddisoft Solutions,"Hyderabad, Pune",0-5 Yrs,https://www.naukri.com/job-listings-data-scientist-maddisoft-solutions-hyderabad-pune-0-to-5-years-171025022506,naukri_Data_Scientist_Maddisoft_Solutions_1,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:15.373434
Data Scientist,Capgemini,"Hybrid - Hyderabad, Chennai, Delhi / NCR",6-11 Yrs,https://www.naukri.com/job-listings-data-scientist-capgemini-hyderabad-chennai-delhi-ncr-6-to-11-years-021225014853,naukri_Data_Scientist_Capgemini_2,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:16.727201
Data Scientist-Artificial Intelligence,IBM,Hyderabad,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-hyderabad-3-to-7-years-031225921711,naukri_Data_Scientist-Artificial_Intelligence_IBM_3,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:18.757432
Data Scientist,Tata Consultancy Services,Hyderabad,4-6 Yrs,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-4-to-6-years-061225009943,naukri_Data_Scientist_Tata_Consultancy_Services_4,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:20.595421
Permanent Opportunity For Data Scientist @ Chennai/Bangalore/Pune/Hyd,Deloitte Consulting,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-permanent-opportunity-for-data-scientist-chennai-bangalore-pune-hyd-deloitte-consulting-hyderabad-chennai-bengaluru-5-to-10-years-241125015067,naukri_Permanent_Opportunity_For_Data_Scientist_@_Chennai/Bangalore/Pune/Hyd_Deloitte_Consulting_5,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:22.007810
AIML Engineer & Data Scientist,Cloud Angles Digital Transformation,Hyderabad,3-8 Yrs,https://www.naukri.com/job-listings-aiml-engineer-data-scientist-cloud-angles-digital-transformation-hyderabad-3-to-8-years-251125013843,naukri_AIML_Engineer_&_Data_Scientist_Cloud_Angles_Digital_Transformation_6,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:23.224216
Data Scientist,Genpact,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",4-9 Yrs,https://www.naukri.com/job-listings-data-scientist-genpact-hyderabad-bengaluru-delhi-ncr-4-to-9-years-170925012727,naukri_Data_Scientist_Genpact_7,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:24.356567
Data Scientist/AI ML Developer,Cloud Angles Digital Transformation,Hyderabad,4-8 Yrs,https://www.naukri.com/job-listings-data-scientist-ai-ml-developer-cloud-angles-digital-transformation-hyderabad-4-to-8-years-081225015395,naukri_Data_Scientist/AI_ML_Developer_Cloud_Angles_Digital_Transformation_8,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:25.504056
Data Scientist,Pepsico,"Hyderabad, Gurugram",3-8 Yrs,https://www.naukri.com/job-listings-data-scientist-pepsico-global-business-services-india-llp-hyderabad-gurugram-3-to-8-years-041225931903,naukri_Data_Scientist_Pepsico_9,Naukri,Data Scientist,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:26.667456
Data Scientist,Saint Gobain,Chennai(Egmore),5-10 Yrs,https://www.naukri.com/job-listings-data-scientist-saint-gobain-chennai-5-to-10-years-051225015317,naukri_Data_Scientist_Saint_Gobain_0,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:27.820601
Data Scientist - PAN India (less than 30 days joiners),Capgemini,"Hybrid - Chennai, Noida, Pune",4-9 Yrs,https://www.naukri.com/job-listings-data-scientist-pan-india-less-than-30-days-joiners-capgemini-noida-pune-chennai-4-to-9-years-021225013748,naukri_Data_Scientist_-_PAN_India_(less_than_30_days_joiners)_Capgemini_1,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:28.975442
Data Scientist,Capgemini,"Hybrid - Chennai, Hyderabad, Delhi / NCR",6-11 Yrs,https://www.naukri.com/job-listings-data-scientist-capgemini-hyderabad-chennai-delhi-ncr-6-to-11-years-021225014853,naukri_Data_Scientist_Capgemini_2,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:30.124534
Data Scientist,ti Steps,Chennai,2-3 Yrs,https://www.naukri.com/job-listings-data-scientist-ti-steps-chennai-2-to-3-years-081225019286,naukri_Data_Scientist_ti_Steps_3,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:31.254273
Permanent Opportunity For Data Scientist @ Chennai/Bangalore/Pune/Hyd,Deloitte Consulting,"Hybrid - Chennai, Hyderabad, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-permanent-opportunity-for-data-scientist-chennai-bangalore-pune-hyd-deloitte-consulting-hyderabad-chennai-bengaluru-5-to-10-years-241125015067,naukri_Permanent_Opportunity_For_Data_Scientist_@_Chennai/Bangalore/Pune/Hyd_Deloitte_Consulting_4,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:32.413829
Data Scientist,Xylem Water Solutions,Chennai,3-8 Yrs,https://www.naukri.com/job-listings-data-scientist-xylem-water-solutions-india-private-limited-chennai-3-to-8-years-081225501196,naukri_Data_Scientist_Xylem_Water_Solutions_5,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:33.555843
Data Scientist,Metriqe Solutions,"Chennai, Bengaluru",6-10 Yrs,https://www.naukri.com/job-listings-data-scientist-metriqe-solutions-chennai-bengaluru-6-to-10-years-061225000008,naukri_Data_Scientist_Metriqe_Solutions_6,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:34.706085
Gen AI - Data Scientist,Cognizant,"Chennai, Hyderabad, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-gen-ai-data-scientist-cognizant-hyderabad-chennai-bengaluru-5-to-10-years-261125025490,naukri_Gen_AI_-_Data_Scientist_Cognizant_7,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:35.867538
Data Scientist,Giggso,Chennai,3-6 Yrs,https://www.naukri.com/job-listings-data-scientist-giggso-chennai-3-to-6-years-021225016141,naukri_Data_Scientist_Giggso_8,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:37.001518
Data Scientist,InfoVision Inc,"Chennai, Hyderabad",4-6 Yrs,https://www.naukri.com/job-listings-data-scientist-infovision-inc-hyderabad-chennai-4-to-6-years-081225005365,naukri_Data_Scientist_InfoVision_Inc_9,Naukri,Data Scientist,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:38.145093
Data Scientist,Aisquare,Remote,2-6 Yrs,https://www.naukri.com/job-listings-data-scientist-ai-square-remote-2-to-6-years-040825506537,naukri_Data_Scientist_Aisquare_0,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:39.365844
Data Scientist,Venture Smarter,Remote,5-10 Yrs,https://www.naukri.com/job-listings-data-scientist-venture-smarter-remote-5-to-10-years-210525504136,naukri_Data_Scientist_Venture_Smarter_1,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:40.489734
Data Scientist,Mapup,Remote,1-10 Yrs,https://www.naukri.com/job-listings-data-scientist-mapup-remote-1-to-10-years-220922502556,naukri_Data_Scientist_Mapup_2,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:41.613482
Data Analyst / Data Scientist,Nybl,Remote,1-4 Yrs,https://www.naukri.com/job-listings-data-analyst-data-scientist-nybl-remote-1-to-4-years-090625505053,naukri_Data_Analyst_/_Data_Scientist_Nybl_3,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:42.763284
Data Scientist,Deets Digital,Remote,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-deetsdigital-pvt-ltd-remote-3-to-7-years-041023500403,naukri_Data_Scientist_Deets_Digital_4,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:43.892156
Data Scientist,Beinex,Remote,5-8 Yrs,https://www.naukri.com/job-listings-data-scientist-beinex-consulting-remote-5-to-8-years-270424500551,naukri_Data_Scientist_Beinex_5,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:45.038865
LLM - Data Scientists / ML engineer,Destinare Services,remote,3-8 Yrs,https://www.naukri.com/job-listings-llm-data-scientists-ml-engineer-destinare-services-remote-3-to-8-years-081225021252,naukri_LLM_-_Data_Scientists_/_ML_engineer_Destinare_Services_6,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:46.194243
Data Scientist,Fingerprintjs,Remote,2-4 Yrs,https://www.naukri.com/job-listings-data-scientist-fingerprintjs-remote-2-to-4-years-290925503207,naukri_Data_Scientist_Fingerprintjs_7,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:47.358718
Data Scientist (Gen AI),Proximity Works,Remote,4-10 Yrs,https://www.naukri.com/job-listings-data-scientist-gen-ai-proximity-works-remote-4-to-10-years-241125505888,naukri_Data_Scientist_(Gen_AI)_Proximity_Works_8,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:48.497858
Data Scientist,Pocket Fm,Remote,2-7 Yrs,https://www.naukri.com/job-listings-data-scientist-pocketfm-remote-2-to-7-years-210922500008,naukri_Data_Scientist_Pocket_Fm_9,Naukri,Data Scientist,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:49.653239
Custom Software Engineer,Accenture,Bengaluru,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-081225911861,naukri_Custom_Software_Engineer_Accenture_0,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:50.783385
Custom Software Engineer,Accenture,Bengaluru,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-081225923619,naukri_Custom_Software_Engineer_Accenture_1,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:51.925995
Software Engineer,Altisource,Bengaluru,0-5 Yrs,https://www.naukri.com/job-listings-software-engineer-altisource-business-solutions-pvt-ltd-bengaluru-0-to-5-years-081225505008,naukri_Software_Engineer_Altisource_2,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:53.045665
Custom Software Engineer,Accenture,Bengaluru,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-081225911888,naukri_Custom_Software_Engineer_Accenture_3,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:54.226329
Custom Software Engineer,Accenture,Bengaluru,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-081225911769,naukri_Custom_Software_Engineer_Accenture_4,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:55.358108
Custom Software Engineer,Accenture,Bengaluru,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-081225911735,naukri_Custom_Software_Engineer_Accenture_5,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:56.484549
Custom Software Engineer,Accenture,Bengaluru,12-15 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-12-to-15-years-081225911883,naukri_Custom_Software_Engineer_Accenture_6,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:57.628953
Custom Software Engineer,Accenture,Bengaluru,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-081225911667,naukri_Custom_Software_Engineer_Accenture_7,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:58.791097
Custom Software Engineer,Accenture,Bengaluru,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-081225911777,naukri_Custom_Software_Engineer_Accenture_8,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:41:59.932355
Custom Software Engineer,Accenture,Bengaluru,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-081225911678,naukri_Custom_Software_Engineer_Accenture_9,Naukri,Software Engineer,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:01.096807
Custom Software Engineer,Accenture,Mumbai,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-081225912057,naukri_Custom_Software_Engineer_Accenture_0,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:02.250670
Custom Software Engineer,Accenture,Mumbai,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-081225911962,naukri_Custom_Software_Engineer_Accenture_1,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:03.477239
Custom Software Engineer,Accenture,Mumbai,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-051225931389,naukri_Custom_Software_Engineer_Accenture_2,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:04.661744
Custom Software Engineer,Accenture,Navi Mumbai,3-8 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-navi-mumbai-3-to-8-years-051225930419,naukri_Custom_Software_Engineer_Accenture_3,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:05.793384
Custom Software Engineer,Accenture,Mumbai,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-mumbai-2-to-5-years-081225912100,naukri_Custom_Software_Engineer_Accenture_4,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:06.948588
Custom Software Engineer,Accenture,Mumbai,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-mumbai-2-to-5-years-081225912020,naukri_Custom_Software_Engineer_Accenture_5,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:08.106289
Custom Software Engineer,Accenture,Navi Mumbai,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-5-years-081225911975,naukri_Custom_Software_Engineer_Accenture_6,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:09.249070
Custom Software Engineer,Accenture,Navi Mumbai,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-5-years-081225912095,naukri_Custom_Software_Engineer_Accenture_7,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:10.404671
Custom Software Engineer,Accenture,Navi Mumbai,2-5 Yrs,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-5-years-081225912003,naukri_Custom_Software_Engineer_Accenture_8,Naukri,Software Engineer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:42:11.542654
